"[5545201.7487, 7422015.6901]",177.28401089520003
"[5545201.6944, 7422015.6101]",177.13536441920002
"[5545201.6232, 7422015.5586]",177.2884004192
"[5545201.5692, 7422015.4863]",177.2637972192
"[5545201.5182, 7422015.417]",177.33859721919998
"[5545201.4627, 7422015.3399]",177.24661013359997
"[5545201.4016, 7422015.2748]",177.1971923048
"[5545201.3367, 7422015.2071]",177.120989524
"[5545201.2663, 7422015.1424]",177.099861524
"[5545201.1878, 7422015.0729]",176.942461524
"[5545201.1215, 7422015.0139]",176.92307691439999
"[5545201.0443, 7422014.9534]",176.92447691440003
"[5545200.9578, 7422014.8935]",187.04319230480002
"[5545200.8673, 7422014.8436]",186.8281883048
"[5545200.8833, 7422014.6953]",186.8142436952
"[5545201.0252, 7422014.402]",186.6361206096
"[5545201.2107, 7422014.1343]",186.2885436952
"[5545201.5537, 7422013.7618]",186.3566
"[5545201.8613, 7422013.3084]",186.2011603048
"[5545202.2784, 7422012.8573]",186.0720883048
"[5545202.7612, 7422012.2618]",185.7605
"[5545203.2363, 7422011.6972]",185.8856603048
"[5545203.841, 7422011.0319]",186.03325630479998
"[5545204.4009, 7422010.3853]",186.03201660960002
"[5545205.0511, 7422009.6639]",185.3834716952
"[5545205.6956, 7422008.9263]",185.883204
"[5545206.383, 7422008.209]",186.4563603048
"[5545207.098, 7422007.4126]",185.0409923048
"[5545207.7578, 7422006.663]",184.6710283048
"[5545208.4644, 7422005.7961]",184.8251126096
"[5545209.0986, 7422004.9806]",184.624896
"[5545209.7872, 7422004.0919]",184.27814860959998
"[5545210.4946, 7422003.2077]",183.9351243048
"[5545211.124, 7422002.3008]",183.9775716952
"[5545211.8328, 7422001.3284]",184.4421126096
"[5545212.4489, 7422000.4166]",184.3268206096
"[5545213.1219, 7421999.3955]",183.9457
"[5545213.7221, 7421998.3597]",183.8803756952
"[5545214.3434, 7421997.369]",183.7604206096
"[5545214.8879, 7421996.353]",183.6984672
"[5545215.3028, 7421995.3503]",191.4853076952
"[5545215.7889, 7421994.2434]",192.3488723048
"[5545216.1067, 7421993.1941]",192.22922060960002
"[5545216.4828, 7421992.0632]",192.235332
"[5545216.8211, 7421990.9962]",192.281932
"[5545217.0855, 7421989.8715]",192.125536
"[5545217.3702, 7421988.7329]",192.03298
"[5545217.5768, 7421987.6707]",191.8083923048
"[5545217.733, 7421986.5097]",191.677696
"[5545217.797, 7421985.4474]",191.605068
"[5545217.6115, 7421984.6465]",191.13938830479998
"[5545217.4435, 7421983.7436]",191.08697230479999
"[5545217.2706, 7421982.8573]",190.9355283048
"[5545216.9714, 7421981.9768]",190.9555603048
"[5545216.5062, 7421981.2209]",190.973952
"[5545216.0063, 7421980.462]",190.87976030480002
"[5545215.3245, 7421979.7951]",190.6673603048
"[5545217.2656, 7421980.281]",190.481284
"[5545216.5174, 7421979.6374]",190.32118
"[5545215.8488, 7421979.0407]",190.28928830479998
"[5545144.7695, 7421941.2226]",189.8015
"[5545143.2966, 7421939.8895]",189.6440603048
"[5545141.1785, 7421940.6504]",189.4203
"[5545140.7309, 7421939.5268]",189.2646603048
"[5545139.5924, 7421939.331]",189.13658
"[5545138.5655, 7421939.0011]",188.9659
"[5545137.5125, 7421938.788]",188.56000830480002
"[5545136.5351, 7421938.4475]",187.4483436952
"[5545135.5578, 7421938.1929]",185.0255283048
"[5545134.558, 7421937.8801]",183.2012126096
"[5545133.6224, 7421937.4562]",180.822332
"[5545132.5912, 7421937.1168]",180.1045436952
"[5545131.6276, 7421936.6278]",179.40366030479998
"[5545130.6368, 7421936.269]",178.9615436952
"[5545129.626, 7421935.7342]",178.341864
"[5545128.6263, 7421935.2965]",177.6951283048
"[5545127.5304, 7421934.829]",176.93547939040002
"[5545126.462, 7421934.4528]",176.24462830480002
"[5545125.2819, 7421934.1087]",175.7324563048
"[5545124.12, 7421933.8885]",175.1868716952
"[5545122.8626, 7421933.6496]",174.8001388952
"[5545121.6158, 7421933.5741]",174.3535364192
"[5545120.3259, 7421933.4373]",174.051828724
"[5545118.9996, 7421933.411]",173.978128724
"[5545117.7083, 7421933.3298]",173.86925672400002
"[5545116.3627, 7421933.2411]",173.6827672
"[5545115.0626, 7421933.2068]",173.5598032
"[5545113.7516, 7421933.2683]",173.34288502880003
"[5545112.5264, 7421933.3586]",173.0860158096
"[5545111.255, 7421933.5362]",172.80100811440002
"[5545110.0364, 7421933.6113]",172.40402350480002
"[5545108.772, 7421933.8269]",172.0122748952
"[5545107.5581, 7421933.8757]",172.000761524
"[5545106.2379, 7421933.9419]",172.0857798096
"[5545105.0034, 7421933.9532]",171.8483126096
"[5545103.7468, 7421933.8018]",171.5450206096
"[5545102.5683, 7421933.6774]",171.4670178288
"[5545101.3876, 7421933.3515]",171.2943846096
"[5545100.2718, 7421933.0984]",170.7853126096
"[5545099.1473, 7421932.6796]",170.4173692192
"[5545098.0953, 7421932.3234]",169.9950409144
"[5545097.0184, 7421931.8628]",169.240189524
"[5545095.9642, 7421931.4269]",168.8490923048
"[5545094.8914, 7421930.9668]",168.4755381336
"[5545093.8525, 7421930.4832]",168.311961524
"[5545092.7863, 7421930.0508]",168.10434582879998
"[5545091.72, 7421929.5396]",168.5899563048
"[5545090.6522, 7421929.1281]",168.4452458288
"[5545089.5433, 7421928.6693]",168.25561782879998
"[5545088.4803, 7421928.2992]",168.2733101336
"[5545087.343, 7421927.866]",168.2305332192
"[5545086.2328, 7421927.6293]",168.1137
"[5545084.9931, 7421927.46]",168.5209283048
"[5545083.7984, 7421927.3344]",169.0866486096
"[5545082.5227, 7421927.2915]",169.4039923048
"[5545081.3076, 7421927.2098]",169.2828563048
"[5545080.0065, 7421927.167]",169.11791260959998
"[5545078.7812, 7421927.0965]",169.14168182880002
"[5545077.4756, 7421927.0354]",168.7392458288
"[5545076.2263, 7421926.9911]",168.0531923048
"[5545074.9092, 7421926.8974]",167.84082552400002
"[5545073.6745, 7421926.8314]",168.0179563048
"[5545072.3393, 7421926.7045]",168.22141782879999
"[5545071.101, 7421926.6364]",168.22451260960003
"[5545069.7718, 7421926.5218]",168.4733486096
"[5545068.5376, 7421926.4125]",169.643489524
"[5545067.2016, 7421926.3174]",170.281961524
"[5545065.962, 7421926.2285]",170.5813206096
"[5545064.6386, 7421926.0019]",170.9926458288
"[5545063.4569, 7421925.8423]",171.4631923048
"[5545062.3073, 7421925.4983]",172.0754818288
